ID,Group,Phase,Response,Time,Angle,Base Angle,Angle Diff
ChBo,Group Long,B,01, 469657, 269,102,167
ChBo,Group Long,B,01, 470457, 271,102,169
ChBo,Group Long,B,01, 472323, 268,102,166
ChBo,Group Long,B,01, 472657, 271,102,169
ChBo,Group Long,B,01, 473489, 266,102,164
ChBo,Group Long,B,01, 473822, 269,102,167
ChBo,Group Long,B,01, 474673, 261,102,159
ChBo,Group Long,B,01, 475473, 272,102,170
ChBo,Group Long,B,01, 476206, 268,102,166
ChBo,Group Long,B,01, 476505, 271,102,169
ChBo,Group Long,B,01, 477240, 266,102,164
ChBo,Group Long,B,01, 478523, 268,102,166
ChBo,Group Long,B,01, 479292, 264,102,162
ChBo,Group Long,B,01, 479589, 268,102,166
ChBo,Group Long,B,01, 480440, 268,102,166
ChBo,Group Long,B,01, 480740, 271,102,169
ChBo,Group Long,B,01, 481440, 267,102,165
ChBo,Group Long,B,01, 481740, 271,102,169
ChBo,Group Long,B,01, 482390, 270,102,168
ChBo,Group Long,B,01, 482707, 269,102,167
ChBo,Group Long,B,01, 483324, 263,102,161
ChBo,Group Long,B,01, 483590, 270,102,168
ChBo,Group Long,B,01, 484207, 264,102,162
ChBo,Group Long,B,01, 484507, 268,102,166
ChBo,Group Long,B,01, 485156, 267,102,165
ChBo,Group Long,B,01, 485457, 267,102,165
ChBo,Group Long,B,01, 486057, 266,102,164
ChBo,Group Long,B,01, 486374, 273,102,171
ChBo,Group Long,B,01, 487309, 269,102,167
ChBo,Group Long,B,01, 487824, 268,102,166
ChBo,Group Long,B,01, 488474, 269,102,167
ChBo,Group Long,B,01, 488808, 270,102,168
ChBo,Group Long,B,01, 489406, 270,102,168
ChBo,Group Long,B,01, 489724, 265,102,163
ChBo,Group Long,B,01, 490391, 269,102,167
ChBo,Group Long,B,01, 490708, 269,102,167
ChBo,Group Long,B,01, 491476, 265,102,163
ChBo,Group Long,B,01, 491773, 271,102,169
ChBo,Group Long,B,01, 492441, 270,102,168
ChBo,Group Long,B,01, 492757, 266,102,164
ChBo,Group Long,B,01, 493442, 266,102,164
ChBo,Group Long,B,01, 494256, 270,102,168
ChBo,Group Long,B,01, 494957, 268,102,166
ChBo,Group Long,B,01, 495258, 266,102,164
ChBo,Group Long,B,01, 495875, 263,102,161
ChBo,Group Long,B,01, 496158, 267,102,165
ChBo,Group Long,B,01, 496725, 270,102,168
ChBo,Group Long,B,01, 497058, 266,102,164
ChBo,Group Long,B,01, 497775, 267,102,165
ChBo,Group Long,B,01, 499274, 272,102,170
ChBo,Group Long,B,01, 500475, 280,102,178
ChBo,Group Long,B,01, 500942, 276,102,174
ChBo,Group Long,B,01, 501758, 275,102,173
ChBo,Group Long,B,01, 502125, 272,102,170
ChBo,Group Long,B,01, 502842, 272,102,170
ChBo,Group Long,B,01, 503175, 272,102,170
ChBo,Group Long,B,01, 503925, 273,102,171
ChBo,Group Long,B,01, 504258, 274,102,172
ChBo,Group Long,B,01, 505025, 271,102,169
ChBo,Group Long,B,01, 506025, 272,102,170
ChBo,Group Long,B,01, 506825, 269,102,167
ChBo,Group Long,B,01, 507175, 272,102,170
ChBo,Group Long,B,01, 507892, 272,102,170
ChBo,Group Long,B,01, 509159, 269,102,167
ChBo,Group Long,B,01, 509925, 270,102,168
ChBo,Group Long,B,01, 510275, 266,102,164
ChBo,Group Long,B,01, 511025, 266,102,164
ChBo,Group Long,B,01, 511359, 267,102,165
ChBo,Group Long,B,01, 512059, 267,102,165
ChBo,Group Long,C,02, 513678, 259,102,157
ChBo,Group Long,C,02, 514392, 269,102,167
ChBo,Group Long,C,02, 514859, 270,102,168
ChBo,Group Long,C,1, 515309, 84,102,-18
ChBo,Group Long,C,1, 515693, 82,102,-20
ChBo,Group Long,C,02, 516192, 186,102,84
ChBo,Group Long,C,02, 516859, 182,102,80
ChBo,Group Long,C,02, 517426, 345,102,243
ChBo,Group Long,C,02, 517810, 339,102,237
ChBo,Group Long,C,02, 518242, 355,102,253
ChBo,Group Long,C,02, 518857, 288,102,186
ChBo,Group Long,C,02, 519193, 266,102,164
ChBo,Group Long,C,02, 519476, 271,102,169
ChBo,Group Long,C,02, 519742, 269,102,167
ChBo,Group Long,C,1, 520076, 84,102,-18
ChBo,Group Long,C,1, 520410, 88,102,-14
ChBo,Group Long,C,1, 520709, 93,102,-9
ChBo,Group Long,C,1, 520976, 97,102,-5
ChBo,Group Long,C,1, 521226, 98,102,-4
ChBo,Group Long,C,1, 521676, 118,102,16
ChBo,Group Long,C,02, 522009, 131,102,29
ChBo,Group Long,C,02, 522509, 58,102,-44
ChBo,Group Long,C,02, 522926, 46,102,-56
ChBo,Group Long,C,02, 523443, 306,102,204
ChBo,Group Long,C,02, 523843, 315,102,213
ChBo,Group Long,C,02, 524226, 314,102,212
ChBo,Group Long,C,02, 525074, 226,102,124
ChBo,Group Long,C,02, 525541, 225,102,123
ChBo,Group Long,C,02, 525943, 223,102,121
ChBo,Group Long,C,02, 526676, 174,102,72
ChBo,Group Long,C,02, 527093, 179,102,77
ChBo,Group Long,C,02, 527460, 173,102,71
ChBo,Group Long,C,02, 527876, 169,102,67
ChBo,Group Long,C,02, 528276, 166,102,64
ChBo,Group Long,C,02, 528676, 177,102,75
ChBo,Group Long,C,02, 529491, 356,102,254
ChBo,Group Long,C,02, 529977, 8,102,-94
ChBo,Group Long,C,02, 530478, 353,102,251
ChBo,Group Long,C,02, 530993, 351,102,249
ChBo,Group Long,C,02, 531609, 2,102,-100
ChBo,Group Long,C,02, 532393, 2,102,-100
ChBo,Group Long,C,1, 532910, 91,102,-11
ChBo,Group Long,C,1, 533243, 86,102,-16
ChBo,Group Long,C,02, 534027, 268,102,166
ChBo,Group Long,C,02, 534460, 272,102,170
ChBo,Group Long,C,02, 534793, 266,102,164
ChBo,Group Long,C,02, 535077, 267,102,165
ChBo,Group Long,C,02, 535377, 269,102,167
ChBo,Group Long,C,02, 536160, 79,102,-23
ChBo,Group Long,C,1, 537110, 115,102,13
ChBo,Group Long,C,1, 537710, 120,102,18
ChBo,Group Long,C,1, 538277, 119,102,17
ChBo,Group Long,C,02, 539477, 37,102,-65
ChBo,Group Long,C,02, 540027, 43,102,-59
ChBo,Group Long,C,02, 540659, 33,102,-69
ChBo,Group Long,C,02, 541580, 38,102,-64
ChBo,Group Long,C,02, 542730, 37,102,-65
ChBo,Group Long,C,02, 544064, 307,102,205
ChBo,Group Long,C,02, 544811, 310,102,208
ChBo,Group Long,C,02, 545611, 313,102,211
ChBo,Group Long,C,02, 546777, 313,102,211
ChBo,Group Long,C,02, 548044, 217,102,115
ChBo,Group Long,C,02, 549094, 207,102,105
ChBo,Group Long,C,02, 549928, 205,102,103
ChBo,Group Long,C,02, 550644, 171,102,69
ChBo,Group Long,C,02, 551244, 173,102,71
ChBo,Group Long,C,02, 551778, 172,102,70
ChBo,Group Long,C,02, 552509, 1,102,-101
ChBo,Group Long,C,02, 553294, 13,102,-89
ChBo,Group Long,C,02, 553976, 0,102,-102
ChBo,Group Long,C,1, 554845, 84,102,-18
ChBo,Group Long,C,1, 555428, 82,102,-20
ChBo,Group Long,C,02, 556078, 270,102,168
ChBo,Group Long,C,02, 556561, 268,102,166
ChBo,Group Long,C,02, 556978, 276,102,174
ChBo,Group Long,C,1, 557561, 82,102,-20
ChBo,Group Long,C,1, 558011, 84,102,-18
ChBo,Group Long,C,1, 558445, 80,102,-22
ChBo,Group Long,C,1, 558945, 84,102,-18
ChBo,Group Long,C,02, 559378, 274,102,172
ChBo,Group Long,C,02, 559845, 270,102,168
ChBo,Group Long,C,02, 560245, 274,102,172
ChBo,Group Long,C,02, 560778, 127,102,25
ChBo,Group Long,C,02, 561228, 128,102,26
ChBo,Group Long,C,02, 561628, 128,102,26
ChBo,Group Long,C,02, 562029, 129,102,27
ChBo,Group Long,C,02, 562545, 34,102,-68
ChBo,Group Long,C,02, 563045, 38,102,-64
ChBo,Group Long,C,02, 563526, 28,102,-74
ChBo,Group Long,C,02, 564545, 73,102,-29
ChBo,Group Long,C,02, 564945, 269,102,167
ChBo,Group Long,C,02, 565445, 272,102,170
ChBo,Group Long,C,02, 565813, 73,102,-29
ChBo,Group Long,C,1, 566462, 118,102,16
ChBo,Group Long,C,02, 567012, 34,102,-68
ChBo,Group Long,C,02, 568128, 217,102,115
ChBo,Group Long,C,02, 568945, 220,102,118
ChBo,Group Long,C,02, 569895, 309,102,207
ChBo,Group Long,C,1, 570795, 124,102,22
ChBo,Group Long,C,02, 571462, 125,102,23
ChBo,Group Long,C,02, 572029, 131,102,29
ChBo,Group Long,C,02, 572796, 40,102,-62
ChBo,Group Long,C,02, 573479, 34,102,-68
ChBo,Group Long,C,02, 574029, 219,102,117
ChBo,Group Long,C,02, 574679, 220,102,118
ChBo,Group Long,C,02, 575562, 309,102,207
ChBo,Group Long,C,02, 576277, 314,102,212
ChBo,Group Long,C,02, 577329, 320,102,218
ChBo,Group Long,C,02, 578363, 272,102,170
ChBo,Group Long,C,1, 579061, 123,102,21
ChBo,Group Long,C,02, 588230, 282,102,180
ChBo,Group Long,C,02, 590913, 347,102,245
ChBo,Group Long,C,02, 592696, 57,102,-45
ChBo,Group Long,C,02, 595147, 43,102,-59
ChBo,Group Long,C,1, 606966, 88,102,-14
ChBo,Group Long,C,1, 609779, 91,102,-11
ChBo,Group Long,C,02, 613065, 233,102,131
ChBo,Group Long,C,1, 614466, 91,102,-11
ChBo,Group Long,C,1, 614996, 92,102,-10
ChBo,Group Long,C,1, 615513, 92,102,-10
ChBo,Group Long,C,1, 616013, 94,102,-8
ChBo,Group Long,C,1, 616514, 89,102,-13
ChBo,Group Long,C,1, 616979, 84,102,-18
ChBo,Group Long,C,1, 617514, 83,102,-19
ChBo,Group Long,C,02, 618081, 282,102,180
ChBo,Group Long,C,02, 618513, 279,102,177
ChBo,Group Long,C,02, 618932, 287,102,185
ChBo,Group Long,C,02, 619363, 283,102,181
ChBo,Group Long,C,02, 619799, 281,102,179
ChBo,Group Long,C,02, 620213, 283,102,181
ChBo,Group Long,C,1, 620965, 80,102,-22
ChBo,Group Long,C,1, 621580, 87,102,-15
ChBo,Group Long,C,1, 622113, 83,102,-19
ChBo,Group Long,C,1, 622615, 83,102,-19
ChBo,Group Long,C,1, 623467, 87,102,-15
ChBo,Group Long,C,02, 624232, 279,102,177
ChBo,Group Long,C,02, 624648, 273,102,171
ChBo,Group Long,C,02, 625049, 283,102,181
ChBo,Group Long,C,02, 625399, 288,102,186
ChBo,Group Long,C,02, 625731, 281,102,179
ChBo,Group Long,C,02, 626065, 283,102,181
ChBo,Group Long,C,02, 626400, 283,102,181
ChBo,Group Long,C,02, 626700, 281,102,179
ChBo,Group Long,C,02, 626982, 285,102,183
ChBo,Group Long,C,02, 627299, 285,102,183
ChBo,Group Long,C,02, 627582, 292,102,190
ChBo,Group Long,C,02, 627865, 289,102,187
ChBo,Group Long,C,02, 628149, 288,102,186
ChBo,Group Long,C,02, 628432, 288,102,186
ChBo,Group Long,C,02, 628732, 290,102,188
ChBo,Group Long,C,02, 629032, 281,102,179
ChBo,Group Long,C,02, 629332, 284,102,182
ChBo,Group Long,C,02, 629632, 288,102,186
ChBo,Group Long,C,02, 629915, 282,102,180
ChBo,Group Long,C,02, 630199, 283,102,181
ChBo,Group Long,C,02, 630466, 285,102,183
ChBo,Group Long,C,02, 630749, 281,102,179
ChBo,Group Long,C,02, 631049, 276,102,174
ChBo,Group Long,C,02, 631349, 284,102,182
ChBo,Group Long,C,02, 631632, 287,102,185
ChBo,Group Long,C,02, 631899, 281,102,179
ChBo,Group Long,C,02, 632182, 278,102,176
ChBo,Group Long,C,02, 632439, 279,102,177
ChBo,Group Long,C,02, 632732, 286,102,184
DaDi,Group Long,A,01, 1410, 239,239,0
DaDi,Group Long,A,01, 2125, 248,239,9
DaDi,Group Long,A,01, 3561, 237,239,-2
DaDi,Group Long,A,02, 4311, 301,239,62
DaDi,Group Long,A,02, 5077, 71,239,-168
DaDi,Group Long,A,02, 5710, 167,239,-72
DaDi,Group Long,A,01, 6840, 245,239,6
DaDi,Group Long,A,01, 8025, 233,239,-6
DaDi,Group Long,A,02, 8844, 190,239,-49
DaDi,Group Long,A,02, 9725, 269,239,30
DaDi,Group Long,A,01, 10222, 239,239,0
DaDi,Group Long,A,02, 11258, 67,239,-172
DaDi,Group Long,A,02, 12744, 118,239,-121
DaDi,Group Long,A,02, 13375, 195,239,-44
DaDi,Group Long,A,02, 14111, 63,239,-176
DaDi,Group Long,A,02, 15061, 149,239,-90
DaDi,Group Long,A,02, 15811, 12,239,-227
DaDi,Group Long,A,02, 16528, 330,239,91
DaDi,Group Long,A,01, 16925, 261,239,22
DaDi,Group Long,A,02, 17160, 263,239,24
DaDi,Group Long,A,02, 18328, 60,239,-179
DaDi,Group Long,A,02, 20225, 81,239,-158
DaDi,Group Long,A,02, 24726, 212,239,-27
DaDi,Group Long,A,02, 25478, 22,239,-217
DaDi,Group Long,A,02, 26060, 290,239,51
DaDi,Group Long,A,01, 26745, 219,239,-20
DaDi,Group Long,A,02, 28095, 204,239,-35
DaDi,Group Long,A,01, 28829, 229,239,-10
DaDi,Group Long,A,01, 29562, 218,239,-21
DaDi,Group Long,A,01, 30812, 237,239,-2
DaDi,Group Long,A,01, 31462, 230,239,-9
DaDi,Group Long,A,01, 32877, 233,239,-6
DaDi,Group Long,A,02, 35679, 95,239,-144
DaDi,Group Long,A,02, 36212, 85,239,-154
DaDi,Group Long,A,02, 38946, 278,239,39
DaDi,Group Long,A,02, 39562, 129,239,-110
DaDi,Group Long,A,02, 40478, 309,239,70
DaDi,Group Long,A,02, 41046, 64,239,-175
DaDi,Group Long,A,02, 41610, 114,239,-125
DaDi,Group Long,A,02, 42160, 202,239,-37
DaDi,Group Long,A,02, 42645, 209,239,-30
DaDi,Group Long,A,01, 43197, 230,239,-9
DaDi,Group Long,A,02, 44530, 262,239,23
DaDi,Group Long,A,02, 45328, 101,239,-138
DaDi,Group Long,A,02, 45913, 87,239,-152
DaDi,Group Long,A,02, 46379, 28,239,-211
DaDi,Group Long,A,02, 47012, 79,239,-160
DaDi,Group Long,A,02, 47612, 146,239,-93
DaDi,Group Long,A,02, 48146, 47,239,-192
DaDi,Group Long,A,02, 48595, 288,239,49
DaDi,Group Long,A,01, 49913, 223,239,-16
DaDi,Group Long,A,02, 52095, 212,239,-27
DaDi,Group Long,A,02, 52528, 25,239,-214
DaDi,Group Long,A,01, 52963, 228,239,-11
DaDi,Group Long,A,01, 54213, 224,239,-15
DaDi,Group Long,A,01, 55364, 252,239,13
DaDi,Group Long,A,01, 56361, 238,239,-1
DaDi,Group Long,A,01, 57345, 246,239,7
DaDi,Group Long,A,01, 58513, 242,239,3
DaDi,Group Long,A,02, 58944, 327,239,88
DaDi,Group Long,A,02, 60063, 289,239,50
DaDi,Group Long,A,01, 60713, 243,239,4
DaDi,Group Long,A,01, 61811, 227,239,-12
DaDi,Group Long,A,02, 62229, 41,239,-198
DaDi,Group Long,A,01, 63380, 217,239,-22
DaDi,Group Long,A,01, 64597, 238,239,-1
DaDi,Group Long,A,01, 65811, 233,239,-6
DaDi,Group Long,A,01, 66895, 234,239,-5
DaDi,Group Long,A,01, 67547, 223,239,-16
DaDi,Group Long,A,01, 68631, 218,239,-21
DaDi,Group Long,A,02, 69265, 214,239,-25
DaDi,Group Long,A,02, 69814, 209,239,-30
DaDi,Group Long,A,01, 70398, 221,239,-18
DaDi,Group Long,A,01, 71731, 219,239,-20
DaDi,Group Long,A,02, 72198, 215,239,-24
DaDi,Group Long,A,02, 72630, 216,239,-23
DaDi,Group Long,A,02, 73080, 210,239,-29
DaDi,Group Long,A,02, 73514, 215,239,-24
DaDi,Group Long,A,02, 73963, 214,239,-25
DaDi,Group Long,A,01, 74497, 221,239,-18
DaDi,Group Long,A,02, 75412, 215,239,-24
DaDi,Group Long,A,02, 75964, 210,239,-29
DaDi,Group Long,A,01, 76362, 219,239,-20
DaDi,Group Long,A,02, 76829, 214,239,-25
DaDi,Group Long,A,02, 77279, 216,239,-23
DaDi,Group Long,A,02, 77729, 215,239,-24
DaDi,Group Long,A,01, 78196, 222,239,-17
DaDi,Group Long,A,01, 79064, 220,239,-19
DaDi,Group Long,A,01, 79564, 217,239,-22
DaDi,Group Long,A,02, 80796, 215,239,-24
DaDi,Group Long,A,01, 81329, 218,239,-21
DaDi,Group Long,A,02, 81729, 214,239,-25
DaDi,Group Long,A,01, 82681, 230,239,-9
DaDi,Group Long,A,01, 83497, 220,239,-19
DaDi,Group Long,A,02, 83999, 205,239,-34
DaDi,Group Long,A,02, 84381, 215,239,-24
DaDi,Group Long,A,02, 85264, 215,239,-24
DaDi,Group Long,A,02, 85681, 211,239,-28
DaDi,Group Long,A,02, 86047, 209,239,-30
DaDi,Group Long,A,02, 86479, 212,239,-27
DaDi,Group Long,A,01, 87244, 227,239,-12
DaDi,Group Long,A,01, 88031, 232,239,-7
DaDi,Group Long,A,01, 88415, 228,239,-11
DaDi,Group Long,A,01, 89413, 234,239,-5
DaDi,Group Long,A,01, 89748, 240,239,1
DaDi,Group Long,A,01, 90699, 248,239,9
DaDi,Group Long,A,01, 91004, 242,239,3
DaDi,Group Long,A,01, 91848, 242,239,3
DaDi,Group Long,A,01, 92131, 251,239,12
DaDi,Group Long,A,01, 92950, 248,239,9
DaDi,Group Long,A,01, 94680, 246,239,7
DaDi,Group Long,A,01, 95516, 245,239,6
DaDi,Group Long,A,01, 95898, 243,239,4
DaDi,Group Long,A,01, 96715, 242,239,3
DaDi,Group Long,A,01, 97032, 238,239,-1
DaDi,Group Long,A,01, 97765, 240,239,1
DaDi,Group Long,A,01, 98115, 244,239,5
DaDi,Group Long,A,01, 98714, 235,239,-4
DaDi,Group Long,A,01, 99265, 243,239,4
DaDi,Group Long,A,01, 100132, 235,239,-4
DaDi,Group Long,A,01, 100731, 243,239,4
DaDi,Group Long,A,01, 101413, 240,239,1
DaDi,Group Long,A,01, 101732, 245,239,6
DaDi,Group Long,A,01, 102765, 243,239,4
DaDi,Group Long,A,01, 103382, 247,239,8
DaDi,Group Long,A,01, 104367, 246,239,7
DaDi,Group Long,A,01, 104632, 244,239,5
DaDi,Group Long,A,01, 105649, 257,239,18
DaDi,Group Long,A,01, 106382, 244,239,5
DaDi,Group Long,A,01, 107332, 236,239,-3
DaDi,Group Long,A,01, 107599, 234,239,-5
DaDi,Group Long,A,01, 108383, 236,239,-3
DaDi,Group Long,A,01, 108632, 236,239,-3
DaDi,Group Long,A,01, 109434, 243,239,4
DaDi,Group Long,A,01, 109666, 235,239,-4
DaDi,Group Long,A,01, 111482, 238,239,-1
DaDi,Group Long,A,01, 111783, 232,239,-7
DaDi,Group Long,A,01, 112568, 227,239,-12
DaDi,Group Long,A,01, 112881, 239,239,0
DaDi,Group Long,A,01, 113598, 230,239,-9
DaDi,Group Long,A,01, 113866, 242,239,3
DaDi,Group Long,A,01, 114466, 233,239,-6
DaDi,Group Long,A,01, 114833, 233,239,-6
DaDi,Group Long,A,01, 115398, 228,239,-11
DaDi,Group Long,A,01, 115800, 224,239,-15
DaDi,Group Long,A,01, 116400, 232,239,-7
DaDi,Group Long,A,01, 116883, 223,239,-16
DaDi,Group Long,A,01, 117533, 232,239,-7
DaDi,Group Long,A,01, 118051, 235,239,-4
DaDi,Group Long,A,01, 118715, 229,239,-10
DaDi,Group Long,A,01, 119233, 233,239,-6
DaDi,Group Long,A,01, 120150, 227,239,-12
DaDi,Group Long,A,01, 120667, 226,239,-13
DaDi,Group Long,A,01, 121268, 227,239,-12
DaDi,Group Long,A,01, 121750, 233,239,-6
DaDi,Group Long,A,01, 122364, 228,239,-11
DaDi,Group Long,A,01, 122867, 227,239,-12
DaDi,Group Long,A,01, 123468, 228,239,-11
DaDi,Group Long,A,01, 123950, 230,239,-9
DaDi,Group Long,A,01, 124581, 226,239,-13
DaDi,Group Long,A,01, 125032, 227,239,-12
DaDi,Group Long,A,01, 126014, 230,239,-9
DaDi,Group Long,A,01, 126397, 226,239,-13
DaDi,Group Long,A,02, 126965, 216,239,-23
DaDi,Group Long,A,01, 127382, 222,239,-17
DaDi,Group Long,A,01, 127831, 229,239,-10
DaDi,Group Long,A,01, 128601, 222,239,-17
DaDi,Group Long,A,01, 129017, 227,239,-12
DaDi,Group Long,A,01, 129632, 218,239,-21
DaDi,Group Long,A,01, 130032, 224,239,-15
DaDi,Group Long,A,01, 130635, 225,239,-14
DaDi,Group Long,A,01, 131067, 227,239,-12
DaDi,Group Long,A,01, 131701, 223,239,-16
DaDi,Group Long,A,01, 133185, 220,239,-19
DaDi,Group Long,A,01, 134066, 217,239,-22
DaDi,Group Long,A,01, 134816, 218,239,-21
DaDi,Group Long,A,01, 135780, 219,239,-20
DaDi,Group Long,A,02, 136149, 216,239,-23
DaDi,Group Long,A,01, 136449, 225,239,-14
DaDi,Group Long,A,01, 137117, 219,239,-20
DaDi,Group Long,A,01, 137482, 230,239,-9
DaDi,Group Long,A,02, 138169, 215,239,-24
DaDi,Group Long,A,01, 138568, 226,239,-13
DaDi,Group Long,A,01, 138883, 229,239,-10
DaDi,Group Long,A,01, 139548, 224,239,-15
DaDi,Group Long,A,01, 139881, 217,239,-22
DaDi,Group Long,A,01, 140548, 224,239,-15
DaDi,Group Long,A,01, 140866, 221,239,-18
DaDi,Group Long,A,01, 141515, 220,239,-19
DaDi,Group Long,A,01, 142816, 226,239,-13
DaDi,Group Long,A,01, 143717, 221,239,-18
DaDi,Group Long,A,01, 144099, 222,239,-17
DaDi,Group Long,A,02, 144867, 214,239,-25
DaDi,Group Long,A,01, 145535, 218,239,-21
DaDi,Group Long,A,01, 146100, 223,239,-16
DaDi,Group Long,A,01, 146834, 225,239,-14
DaDi,Group Long,A,01, 147184, 218,239,-21
DaDi,Group Long,A,01, 148134, 221,239,-18
DaDi,Group Long,A,01, 148483, 218,239,-21
DaDi,Group Long,A,02, 149302, 216,239,-23
DaDi,Group Long,A,01, 149633, 219,239,-20
DaDi,Group Long,A,01, 150051, 217,239,-22
DaDi,Group Long,A,02, 150683, 214,239,-25
DaDi,Group Long,A,02, 151000, 211,239,-28
DaDi,Group Long,A,02, 151251, 212,239,-27
DaDi,Group Long,A,01, 151583, 224,239,-15
DaDi,Group Long,A,02, 152217, 215,239,-24
DaDi,Group Long,A,01, 152533, 218,239,-21
DaDi,Group Long,A,01, 153436, 221,239,-18
DaDi,Group Long,A,01, 153768, 226,239,-13
DaDi,Group Long,A,01, 154485, 225,239,-14
DaDi,Group Long,A,01, 154767, 222,239,-17
DaDi,Group Long,A,01, 155752, 226,239,-13
DaDi,Group Long,A,01, 156035, 224,239,-15
DaDi,Group Long,A,01, 157067, 218,239,-21
DaDi,Group Long,A,01, 157367, 225,239,-14
DaDi,Group Long,A,01, 158052, 228,239,-11
DaDi,Group Long,A,01, 158367, 221,239,-18
DaDi,Group Long,A,01, 159019, 223,239,-16
DaDi,Group Long,A,01, 159334, 231,239,-8
DaDi,Group Long,A,01, 159967, 220,239,-19
DaDi,Group Long,A,01, 160300, 227,239,-12
DaDi,Group Long,A,01, 160967, 224,239,-15
DaDi,Group Long,A,01, 161301, 223,239,-16
DaDi,Group Long,A,01, 162036, 222,239,-17
DaDi,Group Long,A,01, 162319, 231,239,-8
DaDi,Group Long,A,01, 162917, 232,239,-7
DaDi,Group Long,A,01, 163267, 224,239,-15
DaDi,Group Long,A,01, 163867, 230,239,-9
DaDi,Group Long,A,01, 164135, 232,239,-7
DaDi,Group Long,A,01, 164702, 225,239,-14
DaDi,Group Long,A,01, 165236, 234,239,-5
DaDi,Group Long,A,01, 166551, 235,239,-4
DaDi,Group Long,A,01, 166835, 217,239,-22
DaDi,Group Long,A,01, 167869, 223,239,-16
DaDi,Group Long,A,01, 168218, 231,239,-8
DaDi,Group Long,A,01, 168886, 227,239,-12
DaDi,Group Long,A,01, 169152, 223,239,-16
DaDi,Group Long,A,01, 170118, 229,239,-10
DaDi,Group Long,A,01, 170401, 222,239,-17
DaDi,Group Long,A,01, 170918, 225,239,-14
DaDi,Group Long,A,01, 171218, 229,239,-10
DaDi,Group Long,A,01, 171884, 226,239,-13
DaDi,Group Long,A,01, 172201, 223,239,-16
DaDi,Group Long,A,01, 172818, 222,239,-17
DaDi,Group Long,A,01, 173151, 227,239,-12
DaDi,Group Long,A,01, 173519, 222,239,-17
DaDi,Group Long,A,01, 173835, 226,239,-13
DaDi,Group Long,A,01, 174451, 231,239,-8
DaDi,Group Long,A,01, 174769, 225,239,-14
DaDi,Group Long,A,01, 175368, 221,239,-18
DaDi,Group Long,A,01, 175669, 222,239,-17
DaDi,Group Long,A,01, 176237, 221,239,-18
DaDi,Group Long,A,01, 176551, 229,239,-10
DaDi,Group Long,A,01, 177153, 219,239,-20
DaDi,Group Long,A,01, 177470, 225,239,-14
DaDi,Group Long,A,01, 178143, 220,239,-19
DaDi,Group Long,A,01, 178436, 227,239,-12
DaDi,Group Long,A,01, 179035, 224,239,-15
DaDi,Group Long,A,01, 179368, 226,239,-13
DaDi,Group Long,A,01, 180004, 223,239,-16
DaDi,Group Long,A,01, 180286, 225,239,-14
DaDi,Group Long,A,01, 180918, 226,239,-13
DaDi,Group Long,A,01, 181269, 223,239,-16
DaDi,Group Long,A,01, 181818, 226,239,-13
DaDi,Group Long,A,01, 182136, 222,239,-17
DaDi,Group Long,A,01, 182803, 234,239,-5
DaDi,Group Long,A,01, 183086, 225,239,-14
DaDi,Group Long,A,01, 183871, 224,239,-15
DaDi,Group Long,A,01, 184186, 225,239,-14
DaDi,Group Long,A,01, 185038, 229,239,-10
DaDi,Group Long,A,01, 185352, 225,239,-14
DaDi,Group Long,A,01, 186285, 224,239,-15
DaDi,Group Long,A,01, 186620, 227,239,-12
DaDi,Group Long,A,01, 187554, 225,239,-14
DaDi,Group Long,A,01, 188437, 223,239,-16
DaDi,Group Long,A,01, 189187, 222,239,-17
DaDi,Group Long,A,01, 189502, 224,239,-15
DaDi,Group Long,A,01, 190305, 229,239,-10
DaDi,Group Long,A,01, 190587, 221,239,-18
DaDi,Group Long,A,01, 191105, 225,239,-14
DaDi,Group Long,A,01, 191419, 225,239,-14
DaDi,Group Long,A,01, 192420, 225,239,-14
DaDi,Group Long,A,01, 192770, 225,239,-14
DaDi,Group Long,A,01, 193436, 222,239,-17
DaDi,Group Long,A,01, 193787, 223,239,-16
DaDi,Group Long,A,02, 195369, 208,239,-31
DaDi,Group Long,A,01, 196436, 225,239,-14
DaDi,Group Long,A,01, 196753, 232,239,-7
DaDi,Group Long,A,01, 197504, 224,239,-15
DaDi,Group Long,A,01, 197870, 231,239,-8
DaDi,Group Long,A,01, 198586, 230,239,-9
DaDi,Group Long,A,01, 198954, 220,239,-19
DaDi,Group Long,A,01, 199705, 232,239,-7
DaDi,Group Long,A,01, 200087, 229,239,-10
DaDi,Group Long,A,01, 200805, 231,239,-8
DaDi,Group Long,A,01, 201170, 225,239,-14
DaDi,Group Long,A,01, 201703, 225,239,-14
DaDi,Group Long,A,01, 202053, 226,239,-13
DaDi,Group Long,A,01, 202721, 227,239,-12
DaDi,Group Long,A,01, 203021, 224,239,-15
DaDi,Group Long,A,01, 204005, 226,239,-13
DaDi,Group Long,A,01, 204319, 227,239,-12
DaDi,Group Long,A,01, 205205, 225,239,-14
DaDi,Group Long,A,01, 205570, 222,239,-17
DaDi,Group Long,A,01, 206105, 224,239,-15
DaDi,Group Long,A,01, 206421, 220,239,-19
DaDi,Group Long,A,01, 206954, 225,239,-14
DaDi,Group Long,A,01, 207353, 228,239,-11
DaDi,Group Long,A,01, 208736, 217,239,-22
DaDi,Group Long,A,02, 209204, 214,239,-25
DaDi,Group Long,A,01, 209621, 222,239,-17
